doc_id,permit_num,already_downloaded,name,source,reasons
8645868,25-17248-RNVS,False,615 Baronne Street - Compiled 100 CDs - 2025.10.25Part-3.pdf,consensus_download_queue.csv,"a: Compiled 100 percent CD Part 3 is an early split part of the full drawing set, likely still architectural/interior. || b: Part 3 of split 100% construction documents likely includes architectural floor/finish sheets."
4334177,19-22404-RNVS,False,608Iberville_2A_rev8.21.19_NOV26.pdf,consensus_download_queue.csv,a: Revised Iberville apartment/buildout PDF is the clearest likely floor-plan/finish-plan document. || b: Revised address plan PDF likely contains the apartment buildout floor plans.
4887007,20-45284-RNVS,False,AA2018 2123 Tchoupitoulas - Phase 1 Permit Set - Use Update - 2021-0316.pdf,consensus_download_queue.csv,a: Named Phase 1 Permit Set for the brewery/warehouse renovation; likely includes architectural floor plans. || b: Phase 1 permit set likely contains architectural floor plans for the brewery renovation.
5018637,19-37400-RNVS,False,Permit set with Stormwater approvals.pdf,consensus_download_queue.csv,a: Permit set PDF is the clearest plan package despite stormwater approvals in the filename. || b: Permit set with approvals likely includes architectural plans for the mixed-use renovation.
5082003,20-34161-NEWC,False,1239 ST THOMAS 20210711 FINAL.pdf,consensus_download_queue.csv,a: Final project PDF for new mixed-use building is the best likely architectural plan set. || b: Final building plan PDF likely contains floor plans for the mixed-use new construction.
6547901,23-24514-RNVS,False,2307_230821_Covery SFM SET (1).pdf,consensus_download_queue.csv,a: SFM set for tenant expansion likely includes architectural floor/layout sheets and finish-related information. || b: SFM set for tenant expansion likely contains floor/layout sheets and possibly finish information.
9058456,26-10321-RNVN,False,100 CD_ARCH 04-06-26.pdf,consensus_download_queue.csv,"a: Architectural CD set for office renovation; likely contains floor plans, partition plans, and finish information. || b: Architectural CD set likely contains floor plans and finish/partition layouts."
9105905,25-15269-RNVS,False,_PermitSet_merged_SP RCC STAMPED.pdf,consensus_download_queue.csv,a: RCC-stamped merged permit set is the strongest likely architectural plan package for the office renovation. || b: Stamped merged permit set likely contains architectural floor plans and finish information.
4511408,20-21673-RNVS,False,4401 CLAIBORNE STAMPED APPROVAL PLANS.pdf,consensus_download_queue.csv,a: Stamped approval plans for an interior retail finish renovation likely contain floor plans and finish information. || b: Stamped approval plans likely contain the retail renovation floor plans and finish information.
5792618,22-31107-RNVS,False,22_1011 - 4th Floor Combined Set vol 1.pdf,consensus_download_queue.csv,a: Fourth-floor combined set for the interior renovation likely includes floor plans and finish sheets. || b: Combined fourth-floor set for the renovation likely contains floor plans and finish information.
5923761,22-31107-RNVS,False,300 Gravier - RCC Stamped.pdf,consensus_download_queue.csv,a: RCC stamped package is likely the approved plan set for the interior renovation. || b: RCC-stamped package is likely the approved plan set for the interior renovation.
6301295,23-21190-RNVS,False,Pages from 23_0803 - Issue for Permit - Volume 1.pdf,consensus_download_queue.csv,a: Issue for Permit Volume 1 is a strong architectural plan-set candidate. || b: Issue-for-permit volume 1 likely contains architectural/floor-plan sheets.
6301296,23-21190-RNVS,False,Pages from 23_0803 - Issue for Permit - Volume 2.pdf,consensus_download_queue.csv,a: Issue for Permit Volume 2 is part of the split plan set. || b: Issue-for-permit volume 2 is the companion plan volume for the renovation.
6547319,23-34011-RNVS,False,2601 Dauphine_CD Vol 1.pdf,consensus_download_queue.csv,a: CD Volume 1 is a strong architectural plan-set candidate. || b: Construction document volume 1 likely contains architectural/floor-plan sheets.
6547320,23-34011-RNVS,False,2601 Dauphine_CD Vol 2.pdf,consensus_download_queue.csv,a: CD Volume 2 is part of the split plan set. || b: Construction document volume 2 is the companion plan volume for the renovation/addition.
6808672,24-08753-RNVN,False,400 Lafy Permit Set_Vol 1.pdf,consensus_download_queue.csv,a: Permit Set Volume 1 is a strong plan-set candidate for the office fit-out. || b: Permit set volume 1 for office tenant fit-out likely contains architectural/floor-plan sheets.
6808673,24-08753-RNVN,False,400 Lafy Permit Set_Vol 2.pdf,consensus_download_queue.csv,a: Permit Set Volume 2 is part of the split plan set for the office fit-out. || b: Permit set volume 2 is the companion plan volume for the tenant fit-out.
7443726,24-08753-RNVN,False,HDLC &amp; PRC Approved__400 Lafayette Street Drawings__Combined SP RCC.pdf,consensus_download_queue.csv,a: Approved combined RCC drawings are likely the final stamped plan package. || b: Stamped approved combined drawings may contain the final approved floor-plan sheets.
7902341,25-02492-RNVN,False,25.02.11_Crunch - New Orleans LA (Westbank Plaza)_Delta 1 Permit Plans (1 of 2) - RCC.pdf,consensus_download_queue.csv,a: Delta 1 RCC permit plans part 1 are a strong current architectural/interior plan-set candidate. || b: Delta 1 RCC permit plans part 1 for the fitness tenant improvement.
7902344,25-02492-RNVN,False,25.02.11_Crunch - New Orleans LA (Westbank Plaza)_Delta 1 Permit Plans (2 of 2) - RCC.pdf,consensus_download_queue.csv,a: Delta 1 RCC permit plans part 2 are part of the current split plan set. || b: Delta 1 RCC permit plans part 2 for the fitness tenant improvement.
8179329,25-03039-RNVN,False,2511 Jena - Permit Set 1.23.25 (RCC).pdf,consensus_download_queue.csv,a: RCC permit set is the primary architectural plan-set candidate. || b: RCC permit set for restaurant renovation likely contains floor plans and architectural sheets.
8179330,25-03039-RNVN,False,2511 Jena - SHEET A3_REVISED 5.5.25 (RCC).pdf,consensus_download_queue.csv,a: Revised architectural sheet A3 likely contains updated restaurant plan details. || b: Revised RCC architectural sheet A3 may update the plan set.
8200233,25-16244-RNVN,False,Z_2700 General De Gaulle Dr PERMIT SET 05-27-24 (RCC).pdf,consensus_download_queue.csv,a: RCC permit set is a strong architectural/floor-plan candidate for the suite subdivision. || b: RCC permit set likely contains the suite layout and architectural floor plans.
8348101,25-21013-RNVN,False,250710-04 Architectural.pdf,consensus_download_queue.csv,a: Architectural set is a strong floor-plan candidate for the hotel interior renovation. || b: Architectural package likely contains floor plans for the multi-level renovation.
8348102,25-21013-RNVN,False,250710-05 Interior Design.pdf,consensus_download_queue.csv,"a: Interior Design set is a strong finish-plan and finish-schedule candidate. || b: Interior Design package likely contains finish plans, schedules, and interior layouts."
8366876,25-03039-RNVN,False,El Cafecito Cubano - Sheet A2 REV. Construction Set 6.5.25 (RCC).pdf,consensus_download_queue.csv,a: Revised construction set sheet A2 likely contains updated architectural plan information. || b: Revised construction set sheet A2 may update the architectural plan set.
8498058,25-27145-RNVS,False,2025.09.08_202503_5342 St.Charles_Innovation Lab_CD100 Shrunk.pdf,consensus_download_queue.csv,a: Construction document set for the innovation lab likely contains floor plans and finish information. || b: Construction document set for the innovation lab/classroom renovation likely contains floor plans and finish sheets.
8746123,23-34011-RNVS,False,HDLC Approved__2601 Dauphine Street Final RCC__Combined.pdf,consensus_download_queue.csv,a: Final RCC combined drawings are likely the stamped approved plan package. || b: Final RCC combined package likely contains the approved architectural plan set.
8889555,26-03759-RNVS,False,2026_0205_AA2526_3100 Banks First Floor Units_SDs Revised.pdf,consensus_download_queue.csv,a: Revised first-floor units schematic design likely contains unit layout and floor plans. || b: Revised first-floor unit SD package likely contains floor layouts for the conversion.
8927282,25-39860-RNVS,False,2404 Simon Bolivar-final.pdf,consensus_download_queue.csv,a: Final drawing package likely contains plans for the restaurant/apartment renovation. || b: Final drawing package likely contains floor plans for the mixed-use renovation.
8950097,26-06136-RNVN,False,OBMC NMP Survivorship Expansion_Arch_2026 0227 (RCC).pdf,consensus_download_queue.csv,a: RCC architectural set is a strong floor-plan/interior plan candidate. || b: Architectural RCC package for clinic renovation likely contains floor plans and room layouts.
